"","age","balance","day","duration","campaign","pdays","previous","y"
"358",33,1068,5,396,2,-1,0,"no"
"21494",60,0,19,316,2,-1,0,"no"
"22203",33,433,21,575,4,-1,0,"no"
"13098",55,22,8,215,1,-1,0,"no"
"20238",32,344,11,255,15,-1,0,"no"
"27306",33,3269,21,381,1,126,1,"no"
"22292",42,37,21,299,1,-1,0,"no"
"21549",49,412,19,1293,8,-1,0,"yes"
"4577",32,1271,20,51,1,-1,0,"no"
"11032",53,619,17,198,6,-1,0,"no"
"9272",40,3924,5,648,2,-1,0,"no"
"25936",41,217,19,328,1,-1,0,"no"
"9297",34,125,5,18,31,-1,0,"no"
"30325",26,725,5,1916,2,189,29,"yes"
"12775",46,4044,7,326,3,-1,0,"no"
"30261",27,73,5,140,1,-1,0,"no"
"30169",34,314,5,114,3,-1,0,"no"
"32990",36,157,17,277,2,-1,0,"no"
"16352",27,82,23,387,1,-1,0,"no"
"7201",44,13761,29,65,1,-1,0,"no"
"18812",49,388,31,1032,4,-1,0,"yes"
"27521",34,714,21,122,3,193,4,"no"
"41911",46,1693,20,427,1,-1,0,"yes"
"31697",36,11767,7,226,1,-1,0,"no"
"23068",47,1245,26,17,15,-1,0,"no"
"14939",42,3465,16,1039,2,-1,0,"yes"
"36496",35,1077,12,25,6,-1,0,"no"
"8805",28,2385,4,119,2,-1,0,"no"
"3772",39,385,16,225,4,-1,0,"no"
"22120",35,147,21,134,2,-1,0,"no"
"1729",46,-3,9,92,2,-1,0,"no"
"14433",40,160,14,123,3,-1,0,"no"
"30616",36,2361,6,101,1,-1,0,"no"
"15405",48,2392,18,133,5,-1,0,"no"
"30157",44,641,5,79,2,269,3,"no"
"34581",31,130,5,155,1,-1,0,"no"
"13093",55,51,8,102,1,-1,0,"no"
"40398",69,1806,1,148,2,-1,0,"no"
"35609",39,0,7,722,2,-1,0,"no"
"9257",51,223,5,131,3,-1,0,"no"
"34491",48,0,5,95,1,-1,0,"no"
"2969",41,221,14,57,2,-1,0,"no"
"8582",41,146,3,199,1,-1,0,"no"
"38260",45,-497,15,217,1,176,1,"no"
"5817",59,93,26,193,2,-1,0,"no"
"44270",41,14968,23,1360,4,-1,0,"yes"
"40389",33,1363,30,42,1,-1,0,"no"
"12675",36,0,4,304,3,-1,0,"no"
"20994",56,2065,14,71,2,-1,0,"no"
"30099",27,1600,4,603,2,259,1,"no"
"19272",45,2433,6,133,2,-1,0,"no"
"24717",42,525,17,172,3,-1,0,"no"
"5086",30,-838,21,142,2,-1,0,"no"
"42511",67,258,17,221,1,-1,0,"no"
"34020",31,477,30,146,1,-1,0,"no"
"43490",35,649,16,177,1,-1,0,"no"
"18993",43,167,4,211,3,-1,0,"no"
"7507",44,3610,29,23,15,-1,0,"no"
"21314",48,288,18,585,3,-1,0,"no"
"25743",47,0,19,196,1,-1,0,"no"
"12518",32,-255,2,957,3,-1,0,"no"
"1863",32,1118,9,128,2,-1,0,"no"
"43474",44,2557,14,250,1,181,8,"yes"
"2347",32,175,13,142,1,-1,0,"no"
"32946",39,2118,17,266,2,-1,0,"no"
"8147",60,2525,2,94,4,-1,0,"no"
"29804",37,496,4,118,4,272,3,"no"
"27579",53,1738,21,168,2,-1,0,"no"
"18371",39,-697,31,423,2,-1,0,"no"
"36168",41,428,11,106,1,-1,0,"no"
"8392",37,1772,3,202,1,-1,0,"no"
"26019",43,347,19,1468,3,-1,0,"yes"
"25300",40,132,18,170,2,-1,0,"no"
"4284",31,462,19,147,1,-1,0,"no"
"21562",49,673,19,501,2,-1,0,"no"
"41541",23,1235,11,122,2,91,3,"no"
"35147",58,0,7,270,3,-1,0,"no"
"25946",40,67,19,359,2,152,5,"no"
"8581",31,-24,3,589,6,-1,0,"no"
"44528",43,413,12,235,2,182,4,"yes"
"28975",38,1198,2,63,1,-1,0,"no"
"41214",25,3090,21,139,1,-1,0,"no"
"27712",50,797,21,205,3,119,8,"no"
"31155",36,-1,26,88,3,-1,0,"no"
"31157",29,48,26,51,1,-1,0,"no"
"23956",49,0,29,66,17,-1,0,"no"
"44388",38,1199,3,482,1,-1,0,"yes"
"9146",41,879,5,1053,2,-1,0,"yes"
"36769",39,102,12,293,2,-1,0,"no"
"42287",33,271,13,182,2,91,2,"yes"
"13153",44,26,8,190,1,-1,0,"no"
"22621",33,29,22,94,1,-1,0,"no"
"3307",51,6510,15,30,1,-1,0,"no"
"31088",64,0,16,65,1,-1,0,"no"
"23306",60,0,27,114,9,-1,0,"no"
"18067",53,4,30,259,3,-1,0,"no"
"7546",26,-599,30,62,3,-1,0,"no"
"31192",46,3434,27,115,1,-1,0,"yes"
"43511",31,2980,20,930,4,292,2,"no"
"38329",32,1987,15,36,2,176,2,"no"
"23573",37,6743,28,13,13,-1,0,"no"
"23988",32,16,29,129,2,-1,0,"no"
"20484",32,2667,12,971,2,-1,0,"yes"
"1827",33,269,9,365,1,-1,0,"no"
"40815",60,6573,11,75,1,274,1,"no"
"8434",38,12926,3,280,1,-1,0,"no"
"21041",42,171,14,143,2,-1,0,"no"
"38354",28,221,15,256,1,-1,0,"no"
"33839",35,629,27,77,1,-1,0,"no"
"7638",48,0,30,682,1,-1,0,"yes"
"14915",43,808,16,481,3,-1,0,"no"
"26077",32,80,19,475,2,-1,0,"no"
"20554",58,108,12,231,4,-1,0,"no"
"5498",30,501,23,209,3,-1,0,"no"
"38632",35,1780,15,306,3,347,9,"no"
"16513",53,8918,23,173,2,-1,0,"no"
"33806",58,3027,24,160,1,-1,0,"yes"
"8037",45,759,2,172,2,-1,0,"no"
"30857",32,298,9,12,4,-1,0,"no"
"1255",57,3058,8,268,1,-1,0,"no"
"19476",55,284,7,78,2,-1,0,"no"
"31006",24,1179,10,122,1,-1,0,"no"
"39434",27,616,22,685,1,101,1,"yes"
"576",61,195,6,179,1,-1,0,"no"
"9200",59,3694,5,21,10,-1,0,"no"
"35869",44,89,8,164,1,-1,0,"no"
"13041",26,5,8,54,3,-1,0,"no"
"15629",42,401,21,581,4,-1,0,"no"
"19577",46,1514,7,94,2,-1,0,"no"
"44779",58,0,14,358,2,-1,0,"yes"
"6724",32,-648,28,439,2,-1,0,"no"
"40415",45,1309,2,367,1,-1,0,"yes"
"20919",30,574,13,394,4,-1,0,"no"
"40104",34,303,4,282,3,126,3,"yes"
"32105",35,5250,15,343,2,146,1,"no"
"7040",31,667,28,80,3,-1,0,"no"
"25374",44,-184,18,825,2,154,3,"no"
"33593",34,15841,20,423,5,-1,0,"no"
"15894",35,10,21,314,7,-1,0,"no"
"381",38,757,6,133,1,-1,0,"no"
"29535",51,377,3,143,4,272,1,"no"
"8398",30,457,3,384,5,-1,0,"no"
"29073",36,533,2,619,1,272,1,"no"
"22891",49,5244,25,60,4,-1,0,"no"
"35966",35,387,8,1024,3,347,3,"yes"
"6165",46,-268,27,99,1,-1,0,"no"
"9216",37,808,5,228,2,-1,0,"no"
"40183",57,256,5,304,2,91,1,"yes"
"21583",42,0,19,225,4,-1,0,"no"
"20090",35,337,11,177,5,-1,0,"no"
"35603",54,1223,7,369,1,-1,0,"no"
"32635",39,1408,17,306,1,-1,0,"no"
"34121",30,25,30,44,1,-1,0,"no"
"23529",47,-105,28,192,2,-1,0,"no"
"32823",32,671,17,237,2,345,3,"no"
"30256",42,580,5,393,1,-1,0,"no"
"39083",31,-162,18,380,1,-1,0,"no"
"7731",45,159,30,251,2,-1,0,"no"
"40304",30,124,16,161,2,-1,0,"no"
"22565",45,12766,22,129,3,-1,0,"no"
"35452",36,243,7,160,2,360,3,"no"
"19014",57,2266,5,306,1,-1,0,"no"
"40629",47,699,5,432,3,97,2,"no"
"2582",36,373,13,94,1,-1,0,"no"
"26416",44,1103,20,82,1,-1,0,"no"
"24983",31,2038,18,239,1,182,1,"no"
"11686",50,67,20,156,3,-1,0,"no"
"32348",30,818,16,66,1,346,1,"no"
"44716",27,44,7,11,1,-1,0,"no"
"44930",30,21,5,4,1,-1,0,"no"
"37309",32,1670,13,223,1,299,2,"no"
"4332",46,103,19,158,5,-1,0,"no"
"39881",28,560,2,135,1,-1,0,"no"
"18215",25,230,30,394,14,-1,0,"no"
"31436",32,1613,30,253,2,129,5,"no"
"42253",33,280,12,189,2,-1,0,"no"
"30689",42,1048,6,23,2,-1,0,"no"
"16337",31,5248,23,368,1,-1,0,"no"
"43114",32,324,23,432,1,-1,0,"yes"
"21531",39,3494,19,344,4,-1,0,"no"
"44184",66,154,15,268,5,181,2,"yes"
"24401",35,1108,17,52,1,-1,0,"no"
"22652",50,19,25,103,3,-1,0,"no"
"43112",40,0,23,228,2,182,6,"yes"
"6851",47,490,28,227,1,-1,0,"no"
"24737",35,3329,18,166,1,-1,0,"no"
"33694",26,10086,21,110,2,-1,0,"yes"
"13879",36,82,10,226,1,-1,0,"no"
"31739",25,82,7,104,2,-1,0,"yes"
"25823",52,3975,19,116,5,-1,0,"no"
"14676",40,-37,15,408,4,-1,0,"no"
"22345",33,1109,22,306,2,-1,0,"no"
"10986",48,6613,17,159,3,-1,0,"no"
"33578",30,275,20,52,2,-1,0,"no"
"33008",34,846,17,758,2,-1,0,"no"
"18181",47,337,30,300,5,-1,0,"no"
"24754",44,756,18,65,1,130,2,"no"
"44214",31,414,16,241,1,-1,0,"yes"
"8164",36,117,2,123,4,-1,0,"no"
"44313",40,0,28,496,2,182,11,"yes"
"19757",30,1785,8,108,2,-1,0,"no"
"5711",46,-171,26,135,1,-1,0,"no"
"14364",44,3113,14,331,2,-1,0,"no"
"13129",29,50,8,185,2,-1,0,"no"
"43428",27,-67,6,604,3,236,2,"yes"
"42720",27,2015,25,87,1,245,1,"no"
"8198",50,5164,2,146,4,-1,0,"no"
"24109",42,314,30,234,1,-1,0,"yes"
"39686",25,808,27,268,2,-1,0,"no"
"13825",48,4597,10,285,1,-1,0,"no"
"44142",31,2907,12,248,1,194,3,"yes"
"2503",43,4478,13,133,1,-1,0,"no"
"41284",63,91,26,128,3,-1,0,"yes"
"12913",39,1,7,281,1,-1,0,"no"
"24611",34,1049,17,101,2,129,1,"no"
"8478",35,-269,3,118,2,-1,0,"no"
"33152",30,513,20,241,1,-1,0,"no"
"43091",39,1176,22,327,1,-1,0,"no"
"2316",45,141,12,111,4,-1,0,"no"
"11425",44,7177,19,89,2,-1,0,"no"
"3391",35,487,15,117,1,-1,0,"no"
"33631",35,731,20,179,2,-1,0,"no"
"23816",30,32,29,73,2,-1,0,"no"
"2607",42,128,13,190,1,-1,0,"no"
"3072",48,6532,14,312,5,-1,0,"no"
"21516",32,264,19,103,7,-1,0,"no"
"35845",54,1483,8,53,2,-1,0,"no"
"15746",33,327,21,81,1,-1,0,"no"
"2343",32,-428,13,518,1,-1,0,"no"
"6751",29,36,28,126,1,-1,0,"no"
"43172",57,79,1,60,1,592,2,"no"
"27080",30,395,21,429,1,-1,0,"no"
"21150",60,3387,14,636,2,-1,0,"no"
"2111",26,124,12,57,8,-1,0,"no"
"32075",78,2628,14,129,2,-1,0,"no"
"31320",44,1058,11,188,3,-1,0,"yes"
"21649",31,0,19,133,2,-1,0,"no"
"30645",37,6101,6,141,1,-1,0,"yes"
"4525",31,4,20,199,4,-1,0,"no"
"31110",29,1135,17,323,1,-1,0,"yes"
"37290",49,112,13,79,1,-1,0,"no"
"44365",26,1873,2,1013,3,276,2,"no"
"10524",43,1156,16,90,2,-1,0,"no"
"41759",77,989,12,95,2,-1,0,"no"
"6816",55,-317,28,152,1,-1,0,"no"
"28456",46,-3,29,79,2,265,2,"no"
"38513",58,66,15,184,4,-1,0,"no"
"7719",44,787,30,570,2,-1,0,"no"
"1162",50,362,8,201,2,-1,0,"no"
"26780",59,12270,20,180,2,-1,0,"no"
"28340",26,523,29,216,1,-1,0,"no"
"26213",49,4455,20,140,1,-1,0,"no"
"6702",40,-130,28,154,2,-1,0,"no"
"45051",66,3409,19,133,3,160,3,"no"
"33147",56,699,20,193,1,-1,0,"no"
"19995",31,120,8,1000,1,-1,0,"yes"
"10021",53,2522,9,478,2,-1,0,"no"
"30555",29,132,5,559,5,-1,0,"no"
"10240",57,5888,11,288,3,-1,0,"no"
"37071",31,1301,13,140,3,-1,0,"no"
"38313",24,388,15,193,2,-1,0,"no"
"13372",41,0,9,126,1,-1,0,"no"
"3383",33,0,15,270,1,-1,0,"no"
"40829",46,1600,11,1244,1,-1,0,"yes"
"22369",53,109,22,86,4,-1,0,"no"
"39297",30,-258,18,18,2,-1,0,"no"
"40484",33,1160,7,139,1,391,2,"no"
"20724",35,46,13,96,2,-1,0,"no"
"30987",37,356,9,33,2,216,1,"no"
"8922",39,217,4,341,4,-1,0,"no"
"11768",58,5523,20,141,1,-1,0,"no"
"11417",43,4324,19,105,1,-1,0,"no"
"43706",68,1146,13,356,1,71,5,"yes"
"24673",43,1043,17,57,4,119,3,"no"
"32578",33,288,17,306,1,-1,0,"no"
"10673",36,1295,16,232,3,-1,0,"no"
"15089",31,528,17,143,1,-1,0,"no"
"4077",40,-154,19,258,1,-1,0,"no"
"2677",60,926,13,291,2,-1,0,"no"
"30187",49,1162,5,159,1,-1,0,"no"
"22934",33,0,26,73,4,-1,0,"no"
"36326",33,-331,11,186,2,350,3,"no"
"4747",50,2610,20,181,6,-1,0,"no"
"16133",42,33,22,158,5,-1,0,"no"
"36241",44,-1636,11,257,1,-1,0,"no"
"13651",38,633,9,171,3,-1,0,"no"
"20664",48,1355,12,409,7,-1,0,"no"
"5174",36,439,21,260,5,-1,0,"no"
"13685",27,228,9,799,6,-1,0,"no"
"103",52,128,5,229,1,-1,0,"no"
"10687",35,756,16,14,14,-1,0,"no"
"26195",34,296,20,68,1,136,4,"no"
"31247",28,126,3,229,1,-1,0,"no"
"2275",33,239,12,65,5,-1,0,"no"
"36111",43,580,11,1514,1,284,2,"yes"
"34329",33,1049,4,126,4,-1,0,"no"
"19313",48,855,6,68,4,-1,0,"no"
"9962",58,25,9,486,3,-1,0,"yes"
"32363",31,297,16,357,2,-1,0,"no"
"3018",51,760,14,411,1,-1,0,"no"
"25251",38,508,18,722,3,175,2,"no"
"12498",22,280,2,63,4,-1,0,"no"
"8148",32,10,2,658,2,-1,0,"no"
"44784",41,3138,14,409,1,398,1,"yes"
"39173",29,306,18,774,4,-1,0,"yes"
"12477",45,-249,1,92,1,-1,0,"no"
"21034",37,4332,14,213,2,-1,0,"no"
"9740",44,2135,9,61,1,-1,0,"no"
"15485",47,-767,18,329,3,-1,0,"no"
"1014",39,406,7,68,1,-1,0,"no"
"29484",29,246,3,269,1,-1,0,"no"
"37358",35,1396,13,809,1,300,1,"yes"
"13193",56,306,8,212,1,-1,0,"no"
"24346",54,191,17,44,1,-1,0,"no"
"37843",35,4,14,88,1,-1,0,"no"
"22461",53,6,22,80,2,-1,0,"no"
"21236",52,1271,18,131,3,-1,0,"no"
"28544",34,297,29,375,2,-1,0,"no"
"25703",46,9347,19,138,1,117,1,"no"
"19238",48,3766,6,206,2,-1,0,"no"
"34429",47,-246,5,145,1,365,2,"no"
"25286",42,898,18,136,2,131,1,"no"
"21155",44,347,14,63,2,-1,0,"no"
"23146",32,0,26,104,9,-1,0,"no"
"23185",35,0,27,18,14,-1,0,"no"
"27179",42,9916,21,306,1,-1,0,"no"
"21940",46,417,20,81,2,-1,0,"no"
"23154",38,-363,26,101,2,-1,0,"no"
"41174",32,1270,19,232,3,-1,0,"yes"
"2897",47,3158,14,282,1,-1,0,"no"
"19502",48,-347,7,84,2,-1,0,"no"
"109",59,30,5,514,1,-1,0,"no"
"30745",49,-268,6,42,2,206,5,"no"
"12831",31,475,7,226,1,-1,0,"no"
"27962",39,264,28,32,1,-1,0,"no"
"43250",31,147,9,469,1,181,2,"yes"
"22975",52,60,26,196,2,-1,0,"no"
"31720",56,1232,7,44,1,-1,0,"no"
"27876",46,194,28,97,1,-1,0,"no"
"23225",58,2076,27,49,4,-1,0,"no"
"29156",36,131,2,83,1,-1,0,"no"
"8025",32,3044,2,651,1,-1,0,"no"
"12940",25,0,7,116,1,-1,0,"no"
"6086",39,7137,27,151,7,-1,0,"no"
"16618",26,1,24,70,2,-1,0,"no"
"38828",33,1844,18,380,1,-1,0,"no"
"13958",54,136,10,151,4,-1,0,"no"
"45183",34,133,15,401,2,187,5,"yes"
"31499",56,480,2,173,2,-1,0,"no"
"25760",39,6012,19,140,1,119,2,"no"
"40608",46,526,4,326,1,96,3,"no"
"304",36,62,5,215,2,-1,0,"no"
"7596",40,737,30,135,2,-1,0,"no"
"40060",33,506,4,176,1,91,2,"no"
"31915",29,332,9,179,1,-1,0,"yes"
"43228",54,2473,5,607,2,-1,0,"yes"
"17936",45,0,30,25,2,-1,0,"no"
"557",39,471,6,161,2,-1,0,"no"
"30468",55,956,5,116,4,-1,0,"no"
"781",30,4,7,172,8,-1,0,"no"
"32378",48,113,16,255,2,318,5,"no"
"27425",34,6438,21,21,7,-1,0,"no"
"44959",32,491,8,251,2,91,7,"yes"
"35828",41,106,8,197,2,-1,0,"no"
"30904",30,15261,9,43,5,-1,0,"no"
"26745",33,3514,20,214,2,184,2,"no"
"33763",30,40,22,382,2,-1,0,"no"
"3004",54,1480,14,108,1,-1,0,"no"
"43039",37,2987,15,93,1,91,9,"yes"
"7096",52,130,29,103,2,-1,0,"no"
"26525",43,3550,20,1154,1,-1,0,"yes"
"25232",33,4,18,203,2,-1,0,"no"
"39995",35,3109,3,467,1,-1,0,"no"
"16544",35,-290,24,265,3,-1,0,"no"
"33533",52,1440,20,270,2,325,1,"no"
"34446",31,10,5,167,1,-1,0,"no"
"31580",38,751,3,125,1,-1,0,"no"
"32439",24,630,16,296,1,-1,0,"no"
"17036",54,1331,25,657,2,-1,0,"no"
"16986",47,2793,25,102,4,-1,0,"no"
"35380",34,0,7,183,1,-1,0,"no"
"1969",25,96,9,176,2,-1,0,"no"
"19381",32,1068,6,175,4,-1,0,"no"
"19913",50,290,8,50,2,-1,0,"no"
"26040",54,1956,19,221,5,-1,0,"no"
"8936",39,0,4,112,4,-1,0,"no"
"36573",38,1533,12,366,1,172,4,"no"
"2013",47,8,9,64,4,-1,0,"no"
"28646",27,223,29,253,2,192,3,"no"
"14229",37,0,14,122,2,-1,0,"no"
"12589",33,0,3,1106,2,-1,0,"no"
"14700",39,1388,15,150,5,-1,0,"no"
"5037",35,-29,21,208,3,-1,0,"no"
"7604",55,828,30,246,1,-1,0,"no"
"441",49,61,6,246,1,-1,0,"no"
"30566",53,80,5,230,2,-1,0,"no"
"22618",41,369,22,9,3,-1,0,"no"
"1645",33,60,9,131,1,-1,0,"no"
"43607",38,238,4,131,1,90,2,"no"
"38714",26,474,15,504,2,-1,0,"no"
"15042",35,113,17,923,2,-1,0,"yes"
"38786",32,36,18,116,4,-1,0,"no"
"12574",31,0,3,327,3,-1,0,"no"
"4421",34,0,20,79,1,-1,0,"no"
"16718",32,3717,24,91,1,-1,0,"no"
"25110",32,28,18,368,1,-1,0,"no"
"8749",22,7982,4,18,1,-1,0,"no"
"969",53,732,7,530,2,-1,0,"no"
"187",40,4384,5,315,1,-1,0,"no"
"44291",37,387,26,128,2,419,1,"no"
"24876",56,664,18,71,1,-1,0,"no"
"19273",50,1412,6,131,3,-1,0,"no"
"27978",47,487,28,218,2,177,1,"no"
"44885",40,3840,24,232,2,409,2,"yes"
"17673",45,2690,29,145,4,-1,0,"no"
"38096",30,317,15,165,3,294,5,"no"
"35332",36,1804,7,170,1,366,1,"no"
"39570",33,1778,26,134,1,103,1,"no"
"28704",29,737,30,499,5,248,1,"no"
"19028",48,202,5,162,1,-1,0,"no"
"86",51,173,5,529,2,-1,0,"no"
"37797",37,141,14,233,1,-1,0,"no"
"41144",34,0,18,148,1,84,2,"yes"
"42222",53,1624,11,166,3,97,7,"yes"
"8183",34,8558,2,466,2,-1,0,"no"
"12026",41,1588,20,10,8,-1,0,"no"
"34810",40,69,6,503,2,280,2,"no"
"21252",60,262,18,393,4,-1,0,"no"
"13319",47,-406,8,243,5,-1,0,"no"
"12640",29,2802,4,840,2,-1,0,"no"
"25127",55,3546,18,588,1,110,2,"no"
"42250",36,2971,12,247,1,97,8,"yes"
"19808",33,5833,8,93,2,-1,0,"no"
"4242",41,713,19,78,1,-1,0,"no"
"27641",47,3451,21,125,2,-1,0,"no"
"16125",45,2926,22,477,2,-1,0,"no"
"9717",54,0,6,127,1,-1,0,"no"
"18039",44,276,30,535,2,-1,0,"no"
"31507",32,471,2,243,3,-1,0,"yes"
"18092",34,2892,30,1165,7,-1,0,"no"
"13499",40,-253,9,177,1,-1,0,"no"
"44826",66,388,17,152,2,-1,0,"no"
"29145",34,182,2,170,1,-1,0,"no"
"28107",51,413,28,82,2,254,2,"no"
"13192",56,307,8,175,1,-1,0,"no"
"28914",27,90,2,82,3,-1,0,"no"
"5356",32,410,23,115,2,-1,0,"no"
"3486",31,605,15,334,10,-1,0,"no"
"28995",44,0,2,699,1,272,1,"yes"
"41516",71,14220,9,397,1,-1,0,"yes"
"3542",49,3840,15,146,4,-1,0,"no"
"6105",60,1307,27,328,11,-1,0,"no"
"11967",56,0,20,39,8,-1,0,"no"
"19997",55,223,8,273,5,-1,0,"no"
"32326",30,445,16,218,1,330,2,"no"
"28033",55,559,28,271,2,-1,0,"no"
"2693",59,-278,13,318,2,-1,0,"no"
"31405",48,0,26,94,1,-1,0,"no"
"11956",51,1550,20,12,5,-1,0,"no"
"2315",36,1554,12,325,4,-1,0,"no"
"38169",28,558,15,300,1,-1,0,"no"
"14565",56,105,15,80,2,-1,0,"no"
"33778",81,122,23,201,1,-1,0,"no"
"43063",64,1612,18,362,1,183,4,"no"
"32769",30,246,17,191,1,150,7,"no"
"16847",34,0,25,52,3,-1,0,"no"
"27685",38,8554,21,29,2,176,4,"no"
"22520",41,0,22,209,2,-1,0,"no"
"18332",53,28,31,117,2,-1,0,"no"
"22101",53,-31,21,82,8,-1,0,"no"
"23005",40,0,26,67,2,-1,0,"no"
"23311",32,157,27,300,4,-1,0,"no"
"33105",36,733,20,176,1,322,2,"no"
"6364",36,-611,27,222,1,-1,0,"no"
"18686",45,72,31,115,5,-1,0,"no"
"5989",37,-196,26,166,2,-1,0,"no"
"39589",32,267,26,128,1,-1,0,"no"
"37479",38,0,13,531,2,-1,0,"yes"
"32253",30,726,16,39,1,342,3,"no"
"2967",36,-38,14,784,1,-1,0,"no"
"12492",37,0,1,1135,2,-1,0,"yes"
"11137",32,201,18,110,2,-1,0,"no"
"25511",48,1811,19,137,4,111,3,"no"
"14037",54,95,11,104,1,-1,0,"no"
"28714",34,975,30,263,2,191,1,"no"
"17541",59,0,29,604,3,-1,0,"no"
"9461",49,53,6,133,3,-1,0,"no"
"17381",54,129,28,867,2,-1,0,"yes"
"19560",57,7747,7,102,2,-1,0,"no"
"7385",35,870,29,188,6,-1,0,"no"
"33407",31,181,20,93,3,340,2,"no"
"2854",40,7831,14,78,1,-1,0,"no"
"34188",52,1356,4,312,2,-1,0,"no"
"31407",37,623,26,267,2,-1,0,"no"
"30200",31,334,5,195,4,233,2,"no"
"15671",37,0,21,115,1,-1,0,"no"
"34976",37,1517,6,60,1,-1,0,"no"
"17278",48,917,28,103,5,-1,0,"no"
"6961",55,81,28,172,1,-1,0,"no"
"18830",53,-63,4,531,1,-1,0,"no"
"154",39,18,5,85,1,-1,0,"no"
"44962",48,368,8,363,2,140,7,"yes"
"34845",44,860,6,96,2,295,5,"no"
"34183",45,10252,4,675,2,-1,0,"yes"
"36254",35,245,11,134,2,370,1,"no"
"10828",45,451,17,881,1,-1,0,"no"
"23798",35,56,29,24,12,-1,0,"no"
"21832",51,-12,20,18,7,-1,0,"no"
"15402",30,-27,18,65,1,-1,0,"no"
"12385",33,837,27,250,8,-1,0,"no"
"34235",60,316,4,545,2,263,4,"yes"
"23640",53,65,28,25,18,-1,0,"no"
"4568",32,0,20,464,2,-1,0,"no"
"39758",38,0,1,71,1,-1,0,"no"
"33744",69,1080,22,164,2,-1,0,"no"
"14529",32,0,15,175,4,-1,0,"no"
"20384",30,3927,11,247,1,-1,0,"no"
"31214",35,5367,2,69,1,-1,0,"no"
"30109",55,10,4,174,3,-1,0,"no"
"15816",46,201,21,91,1,-1,0,"no"
"7290",49,2497,29,99,1,-1,0,"no"
"8786",27,648,4,174,1,-1,0,"no"
"33356",50,1822,20,6,1,-1,0,"no"
"30905",45,52,9,122,3,-1,0,"no"
"38443",41,2550,15,894,2,347,2,"no"
"17784",47,2889,29,259,12,-1,0,"no"
"16084",45,644,22,92,1,-1,0,"no"
"8389",41,-256,3,147,2,-1,0,"no"
"29940",37,236,4,101,1,-1,0,"no"
"34175",28,68,30,157,1,-1,0,"no"
"37507",29,-7,13,1279,3,-1,0,"yes"
"14216",30,4,11,188,2,-1,0,"no"
"34514",30,1073,5,1130,4,-1,0,"no"
"23779",41,4522,28,55,1,-1,0,"no"
"33817",41,0,27,89,12,-1,0,"no"
"13634",33,437,9,293,1,-1,0,"no"
"40363",30,2326,22,67,1,108,1,"no"
"36271",37,-17,11,400,2,340,2,"no"
"23682",42,0,28,35,13,-1,0,"no"
"20850",53,6170,13,838,4,-1,0,"yes"
"45000",63,0,12,130,2,182,6,"no"
"13381",44,773,9,618,1,-1,0,"no"
"23727",49,223,28,22,22,-1,0,"no"
"27016",43,0,21,107,2,-1,0,"no"
"33874",59,363,30,400,1,-1,0,"yes"
"42050",30,697,29,215,3,80,5,"yes"
"18046",59,3414,30,117,6,-1,0,"no"
"3496",33,217,15,561,1,-1,0,"no"
"15322",56,179,18,536,1,-1,0,"yes"
"38610",32,233,15,391,2,-1,0,"no"
"40848",33,312,11,271,1,369,3,"no"
"10686",49,2222,16,114,2,-1,0,"no"
"10948",56,4266,17,490,4,-1,0,"yes"
"27588",35,5,21,140,3,-1,0,"no"
"20330",31,-204,11,429,7,-1,0,"no"
"44819",37,529,16,234,1,149,2,"no"
"33555",43,-287,20,580,4,-1,0,"no"
"26110",56,1933,19,44,2,-1,0,"no"
"13318",25,189,8,687,2,-1,0,"yes"
"35925",38,566,8,44,2,275,2,"no"
"31970",31,357,13,201,2,228,5,"no"
"18949",46,2533,4,282,1,-1,0,"no"
"6053",35,229,26,435,3,-1,0,"no"
"3813",23,178,16,107,1,-1,0,"no"
"39643",26,255,26,264,2,-1,0,"no"
"8066",33,847,2,127,1,-1,0,"no"
"15988",32,0,22,520,1,-1,0,"no"
"37513",32,0,13,440,2,-1,0,"yes"
"17874",46,271,30,1013,29,-1,0,"yes"
"23677",31,459,28,13,14,-1,0,"no"
"13396",26,111,9,537,1,-1,0,"yes"
"23408",40,-1545,27,70,13,-1,0,"no"
"23235",41,24,27,130,8,-1,0,"no"
"21614",34,52,19,90,4,-1,0,"no"
"29398",37,4089,2,289,2,174,4,"yes"
"7989",30,308,2,175,2,-1,0,"no"
"39841",47,2351,2,163,2,84,1,"yes"
"21419",56,324,18,213,5,-1,0,"no"
"23828",32,-1,29,185,2,-1,0,"no"
"22531",49,2950,22,91,16,-1,0,"no"
"28501",27,261,29,236,2,247,2,"no"
"24683",41,0,17,595,2,-1,0,"no"
"42831",67,1287,2,511,1,-1,0,"no"
"9611",33,2645,6,85,4,-1,0,"no"
"21023",39,668,14,297,2,-1,0,"no"
"3738",39,0,16,107,2,-1,0,"no"
"19921",32,4843,8,63,4,-1,0,"no"
"36105",34,1075,11,460,1,-1,0,"no"
"16854",49,233,25,179,2,-1,0,"no"
"23858",34,53,29,256,2,-1,0,"no"
"35438",24,1371,7,166,2,-1,0,"no"
"34208",50,1270,4,24,3,-1,0,"no"
"37613",32,-133,14,119,1,352,2,"no"
"17258",32,659,28,446,2,-1,0,"no"
"20234",49,23917,11,51,4,-1,0,"no"
"30781",38,558,6,427,3,-1,0,"no"
"16320",43,94,23,35,9,-1,0,"no"
"10153",56,558,11,119,1,-1,0,"no"
