"","age","balance","day","duration","campaign","pdays","previous","y"
"36123",36,-461,11,254,2,353,1,"no"
"3798",30,40,16,108,2,-1,0,"no"
"14024",35,0,11,89,1,-1,0,"no"
"42298",37,2987,16,135,8,96,1,"no"
"8001",40,2378,2,65,1,-1,0,"no"
"40245",40,10346,15,491,2,207,1,"yes"
"6821",28,183,28,62,2,-1,0,"no"
"9626",45,22928,6,113,1,-1,0,"no"
"44252",34,70,22,5,1,701,6,"no"
"35602",49,734,7,42,2,324,3,"no"
"9394",43,101,6,153,1,-1,0,"no"
"18908",50,1126,4,679,1,-1,0,"no"
"44946",60,7038,7,138,4,-1,0,"no"
"30557",33,123,5,273,3,212,4,"no"
"19004",32,440,5,377,3,-1,0,"no"
"1813",27,659,9,111,2,-1,0,"no"
"1994",56,-435,9,185,2,-1,0,"no"
"40657",53,1624,6,107,1,98,6,"yes"
"2721",43,3285,13,1721,2,-1,0,"yes"
"10840",60,568,17,81,1,-1,0,"no"
"38367",60,38,15,109,11,373,1,"no"
"2076",59,121,12,144,7,-1,0,"no"
"19046",52,5361,5,607,3,-1,0,"yes"
"3327",50,516,15,187,1,-1,0,"no"
"43917",26,12,14,563,1,181,10,"yes"
"684",49,82,6,310,1,-1,0,"no"
"975",31,-825,7,179,2,-1,0,"no"
"5664",33,157,26,897,5,-1,0,"no"
"30130",36,2700,4,99,3,-1,0,"no"
"25676",32,18,19,20,1,177,1,"no"
"24936",30,371,18,170,1,-1,0,"no"
"40224",37,3,12,105,4,318,6,"no"
"17624",41,510,29,61,2,-1,0,"no"
"15413",53,-17,18,508,1,-1,0,"no"
"36493",56,190,12,15,8,351,9,"no"
"23341",34,0,27,36,7,-1,0,"no"
"5811",48,569,26,151,1,-1,0,"no"
"31401",24,1250,25,411,2,-1,0,"yes"
"42459",59,957,9,479,2,-1,0,"yes"
"31890",59,817,9,304,1,-1,0,"no"
"41125",36,609,18,33,2,-1,0,"no"
"9603",48,927,6,201,6,-1,0,"no"
"34658",33,8339,5,335,2,165,5,"no"
"1807",26,82,9,654,1,-1,0,"yes"
"44828",31,4951,17,285,3,81,3,"yes"
"22625",32,2172,22,306,4,-1,0,"no"
"2663",52,161,13,274,2,-1,0,"no"
"28633",39,472,29,612,5,-1,0,"no"
"26587",34,1979,20,283,1,-1,0,"no"
"37861",25,1235,14,64,1,349,3,"no"
"16036",49,247,22,283,1,-1,0,"no"
"6373",29,941,27,160,1,-1,0,"no"
"4824",41,666,21,253,3,-1,0,"no"
"25992",40,0,19,107,3,-1,0,"no"
"26994",33,255,21,588,2,184,2,"no"
"248",40,207,5,39,1,-1,0,"no"
"15058",31,187,17,86,1,-1,0,"no"
"27064",33,695,21,148,1,-1,0,"no"
"40731",35,2971,7,158,2,95,6,"no"
"42101",29,3851,2,59,2,-1,0,"no"
"16308",34,1972,23,61,2,-1,0,"no"
"25407",32,1477,18,111,1,-1,0,"no"
"5072",32,1373,21,474,2,-1,0,"no"
"2794",43,1516,14,318,1,-1,0,"no"
"13565",32,187,9,91,1,-1,0,"no"
"2288",32,1097,12,298,2,-1,0,"no"
"24596",44,3843,17,70,1,150,2,"no"
"38640",31,165,15,218,4,-1,0,"no"
"5403",40,-319,23,59,3,-1,0,"no"
"9735",36,3783,9,113,1,-1,0,"no"
"12120",54,1033,20,152,3,-1,0,"no"
"44630",28,-46,1,199,1,92,14,"yes"
"5555",35,91,23,185,4,-1,0,"no"
"9924",54,2226,9,514,3,-1,0,"no"
"40030",53,2600,3,656,1,-1,0,"no"
"7144",52,2081,29,150,1,-1,0,"no"
"44551",29,814,13,461,1,-1,0,"yes"
"18586",56,1362,31,345,1,-1,0,"no"
"18957",52,7192,4,1486,1,-1,0,"yes"
"38452",23,252,15,56,1,-1,0,"no"
"40748",30,2046,10,133,1,-1,0,"no"
"41533",32,889,10,185,1,99,5,"yes"
"13116",26,-90,8,240,1,-1,0,"no"
"8431",49,9326,3,166,1,-1,0,"no"
"38462",50,181,15,119,4,372,3,"no"
"14391",53,0,14,85,3,-1,0,"no"
"4595",38,290,20,369,1,-1,0,"no"
"38465",32,134,15,532,3,-1,0,"yes"
"34910",31,13,6,318,1,166,1,"no"
"35967",34,174,8,405,3,-1,0,"no"
"12580",54,-488,3,172,2,-1,0,"no"
"43296",42,16517,15,549,5,203,4,"no"
"33873",52,94,30,244,1,-1,0,"yes"
"495",30,-209,6,188,2,-1,0,"no"
"34279",41,72,4,130,3,312,3,"no"
"29494",34,0,3,251,1,-1,0,"yes"
"44224",32,164,17,19,1,-1,0,"no"
"42062",80,997,29,746,2,86,1,"yes"
"6036",39,474,26,219,4,-1,0,"no"
"44806",24,119,15,51,1,-1,0,"no"
"4117",27,374,19,188,2,-1,0,"no"
"29909",60,6132,4,266,2,-1,0,"no"
"1940",31,12,9,330,4,-1,0,"no"
"31864",44,1704,9,312,2,-1,0,"no"
"24348",45,30,17,88,1,-1,0,"no"
"18185",51,-437,30,130,3,-1,0,"no"
"38019",26,681,14,336,2,322,3,"no"
"19344",49,0,6,44,2,-1,0,"no"
"41300",21,1596,26,115,1,93,2,"no"
"36383",34,-333,11,218,4,285,5,"no"
"9794",35,14000,9,121,2,-1,0,"no"
"32431",36,866,16,344,1,-1,0,"no"
"21610",39,0,19,92,4,-1,0,"no"
"24914",43,1375,18,95,1,-1,0,"no"
"14631",47,185,15,116,5,-1,0,"no"
"30169",34,314,5,114,3,-1,0,"no"
"35443",25,0,7,178,1,-1,0,"no"
"6377",28,891,27,377,1,-1,0,"no"
"23397",32,930,27,85,7,-1,0,"no"
"38745",38,4335,18,157,7,179,1,"no"
"14025",59,0,11,189,1,-1,0,"no"
"38428",36,1479,15,65,2,-1,0,"no"
"33317",43,701,20,69,1,-1,0,"no"
"23323",30,194,27,60,3,-1,0,"no"
"6576",39,139,28,189,7,-1,0,"no"
"21073",52,1949,14,108,2,-1,0,"no"
"16565",57,0,24,125,2,-1,0,"no"
"42210",63,3579,11,93,2,-1,0,"no"
"4346",48,858,19,353,4,-1,0,"no"
"31743",44,728,7,185,1,328,11,"no"
"16256",26,0,23,157,4,-1,0,"no"
"4566",34,673,20,120,1,-1,0,"no"
"15755",40,177,21,742,4,-1,0,"no"
"25113",34,63,18,83,1,102,2,"no"
"34484",30,61,5,525,1,-1,0,"yes"
"30809",52,289,6,102,5,-1,0,"no"
"35034",60,5990,6,396,3,-1,0,"yes"
"43270",39,494,10,106,2,478,3,"yes"
"29042",30,503,2,96,1,-1,0,"no"
"28770",57,4908,30,868,1,-1,0,"no"
"34952",29,2203,6,1131,2,-1,0,"no"
"3552",31,1125,15,548,1,-1,0,"no"
"39895",29,871,2,310,1,-1,0,"no"
"21075",51,276,14,80,2,-1,0,"no"
"39120",28,385,18,203,5,-1,0,"no"
"10763",56,1046,17,329,13,-1,0,"no"
"44665",41,7968,2,404,1,184,4,"yes"
"41901",39,206,20,148,2,195,2,"yes"
"44657",63,367,2,173,1,182,7,"no"
"16414",43,62,23,212,3,-1,0,"no"
"23901",31,96,29,63,2,-1,0,"no"
"4253",32,101,19,191,4,-1,0,"no"
"9116",53,1242,5,280,1,-1,0,"no"
"45105",73,1388,25,254,1,97,6,"no"
"29454",34,-142,3,107,3,-1,0,"no"
"4406",37,42,20,125,4,-1,0,"no"
"40133",25,801,5,255,2,-1,0,"yes"
"22008",33,0,20,291,1,-1,0,"no"
"16868",59,2365,25,159,4,-1,0,"no"
"20386",58,11,11,270,1,-1,0,"no"
"14139",52,5,11,94,2,-1,0,"no"
"29445",32,414,3,236,2,272,1,"no"
"16805",33,791,24,268,2,-1,0,"no"
"24520",38,4583,17,191,2,-1,0,"no"
"27716",23,1003,27,8,1,-1,0,"yes"
"24841",44,0,18,205,1,-1,0,"no"
"27978",47,487,28,218,2,177,1,"no"
"3168",41,718,14,318,2,-1,0,"no"
"19518",54,3395,7,199,2,-1,0,"no"
"5353",29,132,23,314,3,-1,0,"no"
"19868",30,105,8,112,2,-1,0,"no"
"16107",54,122,22,126,3,-1,0,"no"
"23179",38,187,27,87,7,-1,0,"no"
"16118",57,975,22,236,4,-1,0,"no"
"40342",60,37,18,754,3,-1,0,"no"
"2340",22,395,13,70,1,-1,0,"no"
"3488",54,784,15,579,1,-1,0,"no"
"10471",36,1521,16,243,2,-1,0,"no"
"41345",55,1872,28,155,2,93,8,"yes"
"3236",54,1705,15,367,2,-1,0,"no"
"12246",49,4846,20,638,9,-1,0,"no"
"1396",44,240,8,155,2,-1,0,"no"
"30045",32,201,4,71,3,-1,0,"no"
"5906",33,-167,26,121,1,-1,0,"no"
"30382",35,186,5,196,2,-1,0,"no"
"21939",42,83,20,140,4,-1,0,"no"
"23512",37,839,28,87,11,-1,0,"no"
"16186",42,41,22,188,3,-1,0,"no"
"2656",24,507,13,210,3,-1,0,"no"
"44328",64,1574,29,301,3,-1,0,"yes"
"10208",41,1259,11,177,8,-1,0,"no"
"25936",41,217,19,328,1,-1,0,"no"
"6105",60,1307,27,328,11,-1,0,"no"
"12181",40,1,20,18,11,-1,0,"no"
"1763",32,-578,9,115,1,-1,0,"no"
"32472",40,471,16,1156,1,345,2,"yes"
"18528",33,99,31,192,3,-1,0,"no"
"38319",36,421,15,34,7,360,4,"no"
"9692",55,7561,6,685,3,-1,0,"yes"
"27851",31,53,28,97,2,-1,0,"no"
"30126",32,557,4,388,3,272,1,"no"
"21850",57,0,20,340,4,-1,0,"no"
"5864",38,791,26,89,2,-1,0,"no"
"44766",24,166,10,256,2,-1,0,"yes"
"27871",31,0,28,71,1,223,9,"no"
"33657",52,725,20,57,3,325,1,"no"
"38656",32,574,15,51,4,-1,0,"no"
"40325",26,2363,16,569,2,-1,0,"no"
"13187",36,30,8,716,5,-1,0,"yes"
"43590",28,631,29,835,7,-1,0,"no"
"6178",28,110,27,420,1,-1,0,"no"
"38267",28,1372,15,48,4,298,1,"no"
"44233",45,31472,19,568,7,-1,0,"yes"
"24360",52,5423,17,93,1,115,1,"no"
"3375",25,6,15,225,1,-1,0,"no"
"37477",51,107,13,99,2,369,4,"no"
"31408",28,1277,26,475,1,-1,0,"yes"
"13474",41,1583,9,662,1,-1,0,"yes"
"24120",41,523,4,5,1,-1,0,"no"
"2624",44,0,13,97,1,-1,0,"no"
"23990",42,-401,29,145,2,-1,0,"no"
"35606",41,11103,7,55,1,-1,0,"no"
"27302",38,505,21,119,1,157,2,"no"
"32694",34,-317,17,518,3,346,1,"no"
"23513",33,0,28,56,2,-1,0,"no"
"23144",48,957,26,198,5,-1,0,"no"
"29598",27,1,3,65,2,-1,0,"no"
"8619",34,246,3,81,5,-1,0,"no"
"25053",30,2995,18,329,1,-1,0,"no"
"8061",50,1985,2,464,2,-1,0,"no"
"2411",41,705,13,205,1,-1,0,"no"
"16525",33,457,23,107,4,-1,0,"no"
"23874",32,769,29,695,2,-1,0,"yes"
"12176",58,2270,20,24,4,-1,0,"no"
"36725",38,883,12,95,1,327,9,"no"
"31490",58,315,1,121,2,135,2,"no"
"33615",55,617,20,529,3,-1,0,"no"
"17317",27,0,28,133,4,-1,0,"no"
"39141",29,577,18,18,4,-1,0,"no"
"21227",55,3485,18,625,4,-1,0,"yes"
"37637",41,14,14,161,3,-1,0,"no"
"3227",42,2157,15,260,1,-1,0,"no"
"24358",56,2126,17,131,1,-1,0,"no"
"1570",41,-417,8,51,3,-1,0,"no"
"40290",27,138,15,89,2,-1,0,"yes"
"22330",33,18,22,93,2,-1,0,"no"
"12094",50,536,20,75,3,-1,0,"no"
"31915",29,332,9,179,1,-1,0,"yes"
"41006",34,882,13,135,1,113,5,"no"
"32757",38,4771,17,217,1,-1,0,"no"
"30651",28,53,6,459,1,-1,0,"no"
"13264",30,307,8,117,2,-1,0,"no"
"22118",42,0,21,384,5,-1,0,"no"
"42895",63,2,4,45,2,93,1,"no"
"31126",78,158,18,360,1,-1,0,"no"
"42755",54,0,27,565,1,-1,0,"yes"
"33947",26,168,30,394,1,-1,0,"yes"
"13606",28,368,9,174,7,-1,0,"no"
"30522",37,21,5,89,2,252,2,"no"
"32930",37,860,17,818,2,332,15,"no"
"39115",36,165,18,182,2,-1,0,"no"
"43080",22,1215,19,145,3,192,1,"yes"
"7148",36,36,29,705,1,-1,0,"no"
"28250",39,263,29,160,1,199,6,"no"
"39331",24,508,18,12,3,374,1,"no"
"20321",32,741,11,238,1,-1,0,"no"
"17730",47,312,29,884,1,-1,0,"yes"
"1247",35,2151,8,294,1,-1,0,"no"
"38569",33,1293,15,245,9,373,2,"no"
"7513",54,6251,29,421,3,-1,0,"no"
"25707",44,1161,19,402,1,184,5,"no"
"12124",45,1515,20,14,4,-1,0,"no"
"9758",45,261,9,123,1,-1,0,"no"
"11201",37,603,18,339,2,-1,0,"no"
"21395",50,8139,18,256,6,-1,0,"no"
"11981",43,985,20,51,19,-1,0,"no"
"42634",49,1093,12,243,2,91,2,"yes"
"34639",41,326,5,788,1,-1,0,"yes"
"19812",41,881,8,75,2,-1,0,"no"
"7097",35,485,29,205,5,-1,0,"no"
"68",59,59,5,273,1,-1,0,"no"
"16970",53,559,25,182,1,-1,0,"no"
"5652",49,-347,26,200,2,-1,0,"no"
"43572",66,1004,28,154,1,182,1,"no"
"20482",54,-777,12,117,2,-1,0,"no"
"43568",70,616,27,149,2,182,1,"no"
"29568",32,1844,3,158,4,201,6,"no"
"5366",56,397,23,252,1,-1,0,"no"
"19027",43,1283,5,448,1,-1,0,"no"
"41753",21,2488,12,180,1,-1,0,"yes"
"28947",43,877,2,135,1,-1,0,"no"
"16374",27,0,23,435,3,-1,0,"no"
"32749",47,385,17,145,1,323,4,"no"
"24090",36,3254,27,207,1,-1,0,"yes"
"791",32,301,7,395,2,-1,0,"no"
"23439",58,21,28,315,19,-1,0,"no"
"32514",42,120,17,179,1,-1,0,"no"
"40821",39,3840,11,315,2,-1,0,"yes"
"4653",34,421,20,247,3,-1,0,"no"
"19611",48,1403,7,76,2,-1,0,"no"
"1066",41,72,7,764,3,-1,0,"no"
"35370",27,37,7,125,1,364,1,"no"
"22618",41,369,22,9,3,-1,0,"no"
"28384",30,60,29,55,2,-1,0,"no"
"4726",38,526,20,919,2,-1,0,"no"
"22876",47,162,25,366,3,-1,0,"yes"
"6881",53,490,28,103,2,-1,0,"no"
"41804",60,1167,14,79,2,-1,0,"no"
"36088",41,-109,11,1038,1,370,1,"yes"
"28832",54,0,30,491,1,-1,0,"no"
"13549",49,-120,9,100,5,-1,0,"no"
"8733",48,160,4,109,3,-1,0,"no"
"20362",43,8,11,95,4,-1,0,"no"
"1426",46,587,8,173,2,-1,0,"no"
"17903",33,775,30,60,3,-1,0,"no"
"37819",46,312,14,20,2,-1,0,"no"
"26070",39,4692,19,214,2,174,2,"no"
"36954",42,159,12,295,3,-1,0,"no"
"31570",73,1292,3,420,1,-1,0,"no"
"14625",48,729,15,277,1,-1,0,"no"
"21548",56,20,19,153,3,-1,0,"no"
"33320",60,1914,20,65,1,287,3,"no"
"37766",47,1934,14,225,1,364,1,"no"
"1947",48,244,9,280,1,-1,0,"no"
"28972",39,7,2,550,1,-1,0,"no"
"4960",31,141,21,140,2,-1,0,"no"
"18287",49,224,31,79,4,-1,0,"no"
"36421",49,-18,11,217,3,264,4,"no"
"28465",29,314,29,159,1,-1,0,"no"
"24496",41,5310,17,984,1,-1,0,"yes"
"14756",39,0,16,41,6,-1,0,"no"
"29198",35,688,2,504,1,-1,0,"no"
"19308",39,1112,6,232,2,-1,0,"no"
"27895",60,362,28,326,1,183,6,"no"
"20660",30,317,12,134,8,-1,0,"no"
"44486",55,2877,9,305,1,91,2,"no"
"37358",35,1396,13,809,1,300,1,"yes"
"31151",62,2021,26,361,1,-1,0,"yes"
"38026",29,-13,14,512,3,-1,0,"no"
"2240",24,94,12,166,2,-1,0,"no"
"1404",42,6,8,103,4,-1,0,"no"
"38607",41,6393,15,128,3,-1,0,"no"
"25842",32,2044,19,477,1,-1,0,"no"
"32723",41,598,17,155,1,-1,0,"no"
"25603",47,1172,19,86,1,-1,0,"no"
"22244",33,8097,21,500,2,-1,0,"no"
"19751",47,231,8,88,2,-1,0,"no"
"12743",42,11,7,111,3,-1,0,"no"
"40223",25,3630,9,221,7,-1,0,"yes"
"152",26,0,5,610,2,-1,0,"no"
"36027",43,704,11,28,2,306,1,"no"
"8911",26,3342,4,329,4,-1,0,"no"
"23529",47,-105,28,192,2,-1,0,"no"
"32526",25,1790,17,224,1,322,3,"no"
"29612",43,5082,3,99,3,-1,0,"no"
"5989",37,-196,26,166,2,-1,0,"no"
"37716",39,-237,14,64,2,-1,0,"no"
"13677",41,2113,9,20,5,-1,0,"no"
"38845",22,344,18,347,1,-1,0,"yes"
"38864",27,54,18,97,1,370,1,"no"
"26835",43,744,20,90,4,114,4,"no"
"19485",56,3120,7,666,2,-1,0,"no"
"6918",42,4264,28,882,1,-1,0,"no"
"43452",35,2201,12,350,1,-1,0,"yes"
"5269",31,509,23,183,1,-1,0,"no"
"25585",57,1828,19,68,1,-1,0,"no"
"9295",24,0,5,25,26,-1,0,"no"
"14964",55,12731,16,159,6,-1,0,"no"
"26557",31,2591,20,55,1,-1,0,"no"
"2790",54,532,14,220,1,-1,0,"no"
"12022",36,449,20,136,3,-1,0,"no"
"14248",52,-2,14,349,2,-1,0,"no"
"4036",34,695,16,1064,4,-1,0,"yes"
"18759",39,315,31,90,13,-1,0,"no"
"31224",33,1925,2,76,2,-1,0,"no"
"15379",46,505,18,119,4,-1,0,"no"
"37066",39,276,13,628,1,-1,0,"no"
"36119",42,174,11,67,1,-1,0,"no"
"36961",43,359,12,899,3,-1,0,"no"
"19415",39,425,6,562,3,-1,0,"no"
"13034",28,551,8,161,1,-1,0,"no"
"40103",30,3384,4,578,2,-1,0,"yes"
"38933",24,120,18,145,1,-1,0,"no"
"20679",44,267,12,508,3,-1,0,"no"
"22890",35,31,25,390,8,-1,0,"no"
"23899",60,219,29,235,2,-1,0,"no"
"40316",50,1463,16,459,2,-1,0,"no"
"17919",39,-1451,30,65,5,-1,0,"no"
"21580",32,644,19,100,2,-1,0,"no"
"9580",54,218,6,514,2,-1,0,"no"
"224",55,0,5,136,1,-1,0,"no"
"33171",27,2784,20,153,1,328,1,"no"
"2722",33,152,13,351,2,-1,0,"no"
"10438",47,1985,12,320,2,-1,0,"no"
"5229",33,1221,23,245,1,-1,0,"no"
"3691",32,0,16,387,1,-1,0,"no"
"32124",46,4105,15,115,3,258,2,"no"
"43071",52,961,18,222,1,553,4,"yes"
"37291",45,-946,13,213,1,-1,0,"no"
"33654",47,1265,20,250,2,-1,0,"no"
"8603",44,1066,3,25,1,-1,0,"no"
"43960",46,0,22,154,1,124,1,"no"
"27980",32,393,28,458,2,-1,0,"no"
"25213",58,4428,18,234,3,-1,0,"no"
"7302",58,0,29,535,2,-1,0,"no"
"12166",47,2394,20,61,2,-1,0,"no"
"43302",41,6046,15,300,6,182,2,"yes"
"21156",57,4597,14,170,4,-1,0,"no"
"32006",44,1367,13,1232,3,146,1,"yes"
"3243",48,1913,15,115,1,-1,0,"no"
"25756",43,1993,19,37,1,174,1,"no"
"6905",48,99,28,344,1,-1,0,"no"
"33191",57,-384,20,534,1,-1,0,"no"
"1776",56,202,9,178,2,-1,0,"no"
"9104",36,346,5,202,1,-1,0,"no"
"2958",55,2607,14,38,1,-1,0,"no"
"24977",41,0,18,897,3,-1,0,"yes"
"28385",32,138,29,432,1,182,9,"no"
"1728",59,96,9,123,1,-1,0,"no"
"14164",27,-36,11,120,10,-1,0,"no"
"19954",46,222,8,71,2,-1,0,"no"
"1846",39,-516,9,86,2,-1,0,"no"
"15101",34,4943,17,118,2,-1,0,"no"
"14989",49,1672,17,128,3,-1,0,"no"
"2152",59,434,12,63,3,-1,0,"no"
"35806",42,4,8,579,2,295,1,"yes"
"42518",31,596,17,184,6,196,2,"no"
"28695",35,49,30,346,1,-1,0,"no"
"16843",28,497,24,1602,6,-1,0,"yes"
"23891",37,-9,29,168,2,-1,0,"no"
"28820",38,-70,30,140,1,2,3,"no"
"8831",31,-341,4,171,3,-1,0,"no"
"18429",49,3144,31,349,2,-1,0,"no"
"43878",68,3701,8,149,1,-1,0,"no"
"26696",56,285,20,73,1,-1,0,"no"
"6929",34,-58,28,157,2,-1,0,"no"
"697",40,6,6,60,3,-1,0,"no"
"5439",32,0,23,206,3,-1,0,"no"
"10309",35,45,12,40,6,-1,0,"no"
"19296",58,1191,6,78,2,-1,0,"no"
"26202",45,819,20,25,8,-1,0,"no"
"24714",36,6153,17,240,3,-1,0,"no"
"37758",28,1027,14,433,1,-1,0,"no"
"44850",70,3782,22,704,2,190,1,"no"
"32370",36,4788,16,241,2,317,1,"no"
"22360",58,0,22,73,3,-1,0,"no"
"12357",34,5299,26,75,5,-1,0,"no"
"7646",54,814,30,95,1,-1,0,"no"
"19204",55,953,6,125,3,-1,0,"no"
"31047",31,2603,11,280,4,-1,0,"yes"
"9650",56,660,6,72,3,-1,0,"no"
"31470",33,285,1,427,1,329,1,"no"
"32130",57,12048,15,103,2,-1,0,"no"
"5037",35,-29,21,208,3,-1,0,"no"
"39414",35,0,22,98,1,-1,0,"no"
"34647",43,0,5,150,2,342,2,"no"
"12406",34,89,27,101,5,-1,0,"no"
"15923",35,561,22,95,1,-1,0,"no"
"34104",54,527,30,112,1,281,3,"no"
"21988",36,0,20,245,1,-1,0,"no"
"3482",43,92,15,237,2,-1,0,"no"
"24720",56,97,17,215,1,-1,0,"no"
"12089",47,1105,20,180,6,-1,0,"no"
"17155",34,2047,28,57,5,-1,0,"no"
"28678",47,697,30,139,1,-1,0,"no"
"12358",27,-413,27,422,6,-1,0,"yes"
"30139",28,392,4,214,2,259,2,"no"
"34507",59,191,5,252,1,-1,0,"no"
"35253",36,0,7,63,1,168,3,"no"
"42927",25,145,5,145,1,182,1,"no"
"17307",27,0,28,359,2,-1,0,"no"
"40128",28,1633,5,275,1,-1,0,"yes"
"13012",28,305,7,625,1,-1,0,"no"
"35570",32,626,7,324,2,351,1,"no"
"9802",38,0,9,254,1,-1,0,"no"
"7504",31,-502,29,76,4,-1,0,"no"
"7005",31,1531,28,48,5,-1,0,"no"
"10710",41,389,16,127,2,-1,0,"no"
"34866",36,59,6,225,2,-1,0,"no"
"43640",53,4968,6,109,1,87,2,"no"
"2283",40,570,12,109,3,-1,0,"no"
"33368",39,56,20,368,1,-1,0,"no"
"38000",35,-133,14,546,3,-1,0,"no"
"30601",61,3738,6,188,1,-1,0,"no"
"6254",44,68,27,310,1,-1,0,"no"
"9604",53,5098,6,155,3,-1,0,"no"
"38790",35,2281,18,126,2,362,1,"no"
"9969",50,0,9,199,4,-1,0,"no"
"27387",39,13578,21,185,2,-1,0,"no"
"14465",32,7522,14,240,3,-1,0,"no"
"42797",62,4727,28,80,4,90,4,"no"
"16420",32,0,23,271,6,-1,0,"no"
"38280",23,567,15,358,1,-1,0,"no"
"24775",51,-76,18,91,1,-1,0,"no"
"31356",37,1000,17,195,1,-1,0,"yes"
"34111",58,919,30,329,2,346,2,"no"
"7945",36,2609,30,141,9,-1,0,"no"
"22119",33,422,21,289,2,-1,0,"no"
"24482",57,-24,17,14,1,-1,0,"no"
"437",45,39,6,241,1,-1,0,"no"
"43001",42,413,11,456,2,184,2,"yes"
"14454",55,204,14,455,13,-1,0,"no"
"40238",48,58,12,110,2,-1,0,"no"
"38455",25,1056,15,363,1,-1,0,"no"
"6827",30,-171,28,125,2,-1,0,"no"
"44453",28,1530,5,98,3,-1,0,"no"
"42541",54,12018,21,267,2,-1,0,"yes"
"11948",24,39,20,15,3,-1,0,"no"
"19624",32,577,7,101,2,-1,0,"no"
"11914",47,505,20,152,3,-1,0,"no"
"29899",31,141,4,572,2,238,7,"yes"
"18732",32,-109,31,77,5,-1,0,"no"
"5210",35,3137,23,72,3,-1,0,"no"
"13739",35,725,10,402,1,-1,0,"no"
"43615",77,7802,4,421,1,92,2,"yes"
"24689",54,2935,17,137,2,-1,0,"no"
"2686",53,599,13,322,3,-1,0,"no"
"25642",40,1783,19,130,1,-1,0,"no"
"13490",39,1045,9,290,13,-1,0,"no"
"3149",58,-1196,14,256,4,-1,0,"no"
"17616",59,2512,29,167,4,-1,0,"no"
"14326",34,344,14,56,3,-1,0,"no"
"30428",46,222,5,92,1,-1,0,"no"
"29759",27,-437,4,352,1,216,2,"no"
"34641",43,122,5,355,2,-1,0,"no"
"38388",34,2994,15,358,1,176,1,"no"
"6498",26,261,27,371,2,-1,0,"no"
"18274",59,80,31,46,21,-1,0,"no"
"7900",29,193,30,288,2,-1,0,"no"
"24909",58,14412,18,297,1,-1,0,"no"
"35803",36,0,8,52,1,-1,0,"no"
"6927",36,3254,28,300,3,-1,0,"no"
"34586",40,0,5,184,1,334,2,"no"
"17479",50,298,28,174,6,-1,0,"no"
"7882",27,2061,30,72,3,-1,0,"no"
"38795",34,428,18,59,2,-1,0,"no"
"44892",55,0,27,262,6,193,4,"yes"
"7935",39,123,30,81,3,-1,0,"no"
"20668",54,1037,12,612,4,-1,0,"no"
"3335",54,7864,15,145,4,-1,0,"no"
"13159",31,731,8,188,1,-1,0,"no"
"19870",47,74,8,88,2,-1,0,"no"
"7360",37,21,29,52,2,-1,0,"no"
"16578",59,319,24,129,1,-1,0,"no"
"6469",34,-1725,27,452,2,-1,0,"no"
"33473",37,250,20,239,3,347,1,"no"
"23709",34,2032,28,103,12,-1,0,"no"
"6837",29,26,28,45,1,-1,0,"no"
"30002",38,201,4,209,1,-1,0,"no"
"19803",33,-163,8,502,2,-1,0,"no"
"43246",33,224,8,241,2,-1,0,"yes"
"37198",42,382,13,294,1,-1,0,"no"
"36044",33,62,11,26,1,-1,0,"no"
"3204",47,543,15,141,1,-1,0,"no"
"45168",48,178,10,228,1,-1,0,"no"
"41942",32,643,22,287,1,-1,0,"no"
"677",37,215,6,308,3,-1,0,"no"
"39310",35,-706,18,44,2,-1,0,"no"
"44477",35,884,9,6,1,-1,0,"no"
"34275",31,2083,4,190,3,355,2,"no"
"24149",59,6573,10,4918,1,-1,0,"no"
"17724",35,37,29,104,7,-1,0,"no"
"39243",43,487,18,54,2,279,4,"no"
"30213",39,994,5,221,1,241,1,"no"
"43300",71,3561,15,577,7,-1,0,"yes"
"8949",41,759,4,79,10,-1,0,"no"
"39321",40,198,18,214,5,364,8,"no"
"25647",39,-233,19,249,1,-1,0,"no"
"10746",58,5914,17,69,4,-1,0,"no"
"42642",31,253,13,262,1,-1,0,"no"
"1870",31,1129,9,231,2,-1,0,"no"
"2470",32,463,13,128,2,-1,0,"no"
"16325",38,23,23,194,1,-1,0,"no"
"20123",48,476,11,856,3,-1,0,"yes"
"12764",59,1247,7,66,8,-1,0,"no"
"37408",33,410,13,396,2,355,2,"no"
"16480",48,291,23,350,2,-1,0,"no"
"22878",45,222,25,119,11,-1,0,"no"
"7246",33,2099,29,42,3,-1,0,"no"
"8420",42,3689,3,363,1,-1,0,"no"
"9163",38,10855,5,57,2,-1,0,"no"
"44097",42,298,8,214,4,115,6,"no"
"1119",33,126,7,248,3,-1,0,"no"
"37481",51,1203,13,25,4,350,7,"no"
"9399",58,1657,6,172,2,-1,0,"no"
"31069",54,2960,13,94,9,85,1,"no"
"17261",49,0,28,412,2,-1,0,"yes"
"27743",59,1,28,602,1,253,5,"yes"
"29693",59,1866,3,288,2,215,1,"no"
"32534",33,135,17,114,1,345,2,"no"
"45084",59,496,22,738,3,183,1,"yes"
"19297",47,-1,6,302,4,-1,0,"no"
"5505",34,4053,23,123,2,-1,0,"no"
"37028",40,82,13,135,6,370,5,"no"
"1450",34,586,8,224,2,-1,0,"no"
"23327",51,-17,27,134,6,-1,0,"no"
"32642",35,195,17,203,1,-1,0,"no"
"1209",34,133,8,65,1,-1,0,"no"
"2605",51,257,13,190,1,-1,0,"no"
